vars,CPO
improved_water_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.5085268577296
improved_water_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4091906979117
improved_water_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.577833359933
improved_water_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.431866992487
improved_water_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.5647333516212
lst_day_cat|ndvi_cat|open_def_cat|prec_cat,18.4178639835618
lst_day_cat|ndvi_cat|open_def_cat|rel_humidity_cat,18.3434802575394
lst_day_cat|ndvi_cat|open_def_cat|soil_moisture_cat,18.3512566099034
lst_day_cat|ndvi_cat|open_def_cat|soil_pH_cat,18.2375057735463
lst_day_cat|ndvi_cat|open_def_cat|soil_temp_cat,18.5615736786695
lst_day_cat|ndvi_cat|prec_cat|rel_humidity_cat,18.3847395836161
lst_day_cat|ndvi_cat|prec_cat|soil_moisture_cat,18.4381466246921
lst_day_cat|ndvi_cat|prec_cat|soil_pH_cat,18.3936664469562
lst_day_cat|ndvi_cat|prec_cat|soil_temp_cat,18.5761623877041
lst_day_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat,18.3225284168309
lst_day_cat|ndvi_cat|rel_humidity_cat|soil_pH_cat,18.1962561065612
lst_day_cat|ndvi_cat|rel_humidity_cat|soil_temp_cat,18.5421482201626
lst_day_cat|ndvi_cat|soil_moisture_cat|soil_pH_cat,18.2715343128718
lst_day_cat|ndvi_cat|soil_moisture_cat|soil_temp_cat,18.6425197883854
lst_day_cat|ndvi_cat|soil_pH_cat|soil_temp_cat,18.5309481168071
lst_day_cat|open_def_cat|prec_cat|rel_humidity_cat,18.3025478524174
lst_day_cat|open_def_cat|prec_cat|soil_moisture_cat,18.3317404509365
lst_day_cat|open_def_cat|prec_cat|soil_pH_cat,18.1358900470981
lst_day_cat|open_def_cat|prec_cat|soil_temp_cat,18.4064315702129
lst_day_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.2116776180448
lst_day_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.2966393351188
lst_day_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.4993624808794
lst_day_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.2775500138561
lst_day_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.6598988758096
lst_day_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.4354999695914
lst_day_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.3569895013997
lst_day_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.2301143045289
lst_day_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.4961282060667
lst_day_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.2427351083142
lst_day_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.6486835304568
lst_day_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.4327514621193
lst_day_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.3495625215525
lst_day_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6368800152301
lst_day_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.3971022837526
lst_day_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6292543350145
ndvi_cat|open_def_cat|prec_cat|rel_humidity_cat,18.6360725689131
ndvi_cat|open_def_cat|prec_cat|soil_moisture_cat,18.5820277705634
ndvi_cat|open_def_cat|prec_cat|soil_pH_cat,18.6503665881408
ndvi_cat|open_def_cat|prec_cat|soil_temp_cat,18.5449371780945
ndvi_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.3239933973424
ndvi_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.2968370994447
ndvi_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.5735584778496
ndvi_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.2821909707733
ndvi_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.5790312322364
ndvi_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.6186899675461
ndvi_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.6310225903625
ndvi_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.5375072474853
ndvi_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.5806628660997
ndvi_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.6019924569546
ndvi_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.5997903021759
ndvi_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.6238756155777
ndvi_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.3401332785379
ndvi_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6092621412776
ndvi_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5663978622486
ndvi_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6272267556396
open_def_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.4918556887948
open_def_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.4537478921807
open_def_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.5499239137569
open_def_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.5274893060467
open_def_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.6177876572549
open_def_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.5484860206612
open_def_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4162126793394
open_def_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6464171392071
open_def_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.4757008897856
open_def_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6135763604301
prec_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.5686028816398
prec_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6250009741521
prec_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5552810786277
prec_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6263135462264
rel_humidity_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6345873525864
elevation_cat|improved_water_cat|lst_day_cat|ndvi_cat|open_def_cat,18.5215080165818
elevation_cat|improved_water_cat|lst_day_cat|ndvi_cat|prec_cat,18.557292029529
elevation_cat|improved_water_cat|lst_day_cat|ndvi_cat|rel_humidity_cat,18.3912828861466
elevation_cat|improved_water_cat|lst_day_cat|ndvi_cat|soil_moisture_cat,18.4959001127249
elevation_cat|improved_water_cat|lst_day_cat|ndvi_cat|soil_pH_cat,18.4187888940377
elevation_cat|improved_water_cat|lst_day_cat|ndvi_cat|soil_temp_cat,18.4545008303177
elevation_cat|improved_water_cat|lst_day_cat|open_def_cat|prec_cat,18.6255487725587
elevation_cat|improved_water_cat|lst_day_cat|open_def_cat|rel_humidity_cat,18.4710822176769
elevation_cat|improved_water_cat|lst_day_cat|open_def_cat|soil_moisture_cat,18.5957815870751
elevation_cat|improved_water_cat|lst_day_cat|open_def_cat|soil_pH_cat,18.3999289840517
elevation_cat|improved_water_cat|lst_day_cat|open_def_cat|soil_temp_cat,18.5121821560143
elevation_cat|improved_water_cat|lst_day_cat|prec_cat|rel_humidity_cat,18.599597726005
elevation_cat|improved_water_cat|lst_day_cat|prec_cat|soil_moisture_cat,18.6846733941797
elevation_cat|improved_water_cat|lst_day_cat|prec_cat|soil_pH_cat,18.5832144880509
elevation_cat|improved_water_cat|lst_day_cat|prec_cat|soil_temp_cat,18.5788873121956
elevation_cat|improved_water_cat|lst_day_cat|rel_humidity_cat|soil_moisture_cat,18.5027851106143
elevation_cat|improved_water_cat|lst_day_cat|rel_humidity_cat|soil_pH_cat,18.3877029167651
elevation_cat|improved_water_cat|lst_day_cat|rel_humidity_cat|soil_temp_cat,18.4458920333321
elevation_cat|improved_water_cat|lst_day_cat|soil_moisture_cat|soil_pH_cat,18.5265521832114
elevation_cat|improved_water_cat|lst_day_cat|soil_moisture_cat|soil_temp_cat,18.581100826722
elevation_cat|improved_water_cat|lst_day_cat|soil_pH_cat|soil_temp_cat,18.4564753291692
elevation_cat|improved_water_cat|ndvi_cat|open_def_cat|prec_cat,18.5588640315555
elevation_cat|improved_water_cat|ndvi_cat|open_def_cat|rel_humidity_cat,18.4066497260237
elevation_cat|improved_water_cat|ndvi_cat|open_def_cat|soil_moisture_cat,18.5270933013101
elevation_cat|improved_water_cat|ndvi_cat|open_def_cat|soil_pH_cat,18.4889592417809
elevation_cat|improved_water_cat|ndvi_cat|open_def_cat|soil_temp_cat,18.4632599031202
elevation_cat|improved_water_cat|ndvi_cat|prec_cat|rel_humidity_cat,18.537828603872
elevation_cat|improved_water_cat|ndvi_cat|prec_cat|soil_moisture_cat,18.5851191712285
elevation_cat|improved_water_cat|ndvi_cat|prec_cat|soil_pH_cat,18.57413071275
elevation_cat|improved_water_cat|ndvi_cat|prec_cat|soil_temp_cat,18.5252809052144
elevation_cat|improved_water_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat,18.4205559510989
elevation_cat|improved_water_cat|ndvi_cat|rel_humidity_cat|soil_pH_cat,18.4143751194311
elevation_cat|improved_water_cat|ndvi_cat|rel_humidity_cat|soil_temp_cat,18.4012427485831
elevation_cat|improved_water_cat|ndvi_cat|soil_moisture_cat|soil_pH_cat,18.5429164814761
elevation_cat|improved_water_cat|ndvi_cat|soil_moisture_cat|soil_temp_cat,18.4933172805079
elevation_cat|improved_water_cat|ndvi_cat|soil_pH_cat|soil_temp_cat,18.4978534277712
elevation_cat|improved_water_cat|open_def_cat|prec_cat|rel_humidity_cat,18.591323545988
elevation_cat|improved_water_cat|open_def_cat|prec_cat|soil_moisture_cat,18.6270892866833
elevation_cat|improved_water_cat|open_def_cat|prec_cat|soil_pH_cat,18.5906693101575
elevation_cat|improved_water_cat|open_def_cat|prec_cat|soil_temp_cat,18.5792279941551
elevation_cat|improved_water_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.4849031076888
elevation_cat|improved_water_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.4184721350815
elevation_cat|improved_water_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.4451882644241
elevation_cat|improved_water_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.5304891245836
elevation_cat|improved_water_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.5803217349717
elevation_cat|improved_water_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.514656604264
elevation_cat|improved_water_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.6281917292731
elevation_cat|improved_water_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.5156063341596
elevation_cat|improved_water_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.5334041552778
elevation_cat|improved_water_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.6207066435965
elevation_cat|improved_water_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.6562625761841
elevation_cat|improved_water_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.592280760708
elevation_cat|improved_water_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4861322751599
elevation_cat|improved_water_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.5897486728397
elevation_cat|improved_water_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.4720031101004
elevation_cat|improved_water_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.5705365601564
elevation_cat|lst_day_cat|ndvi_cat|open_def_cat|prec_cat,18.5070649308896
elevation_cat|lst_day_cat|ndvi_cat|open_def_cat|rel_humidity_cat,18.3636634086827
elevation_cat|lst_day_cat|ndvi_cat|open_def_cat|soil_moisture_cat,18.3492543054317
elevation_cat|lst_day_cat|ndvi_cat|open_def_cat|soil_pH_cat,18.3807287075847
elevation_cat|lst_day_cat|ndvi_cat|open_def_cat|soil_temp_cat,18.5476221264087
elevation_cat|lst_day_cat|ndvi_cat|prec_cat|rel_humidity_cat,18.531042258658
elevation_cat|lst_day_cat|ndvi_cat|prec_cat|soil_moisture_cat,18.5468224347746
elevation_cat|lst_day_cat|ndvi_cat|prec_cat|soil_pH_cat,18.5090464780002
elevation_cat|lst_day_cat|ndvi_cat|prec_cat|soil_temp_cat,18.482354779185
elevation_cat|lst_day_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat,18.3223649760375
elevation_cat|lst_day_cat|ndvi_cat|rel_humidity_cat|soil_pH_cat,18.2773908915561
elevation_cat|lst_day_cat|ndvi_cat|rel_humidity_cat|soil_temp_cat,18.4253840026495
elevation_cat|lst_day_cat|ndvi_cat|soil_moisture_cat|soil_pH_cat,18.3234543288226
elevation_cat|lst_day_cat|ndvi_cat|soil_moisture_cat|soil_temp_cat,18.5867000597501
elevation_cat|lst_day_cat|ndvi_cat|soil_pH_cat|soil_temp_cat,18.5041400324716
elevation_cat|lst_day_cat|open_def_cat|prec_cat|rel_humidity_cat,18.5245421962025
elevation_cat|lst_day_cat|open_def_cat|prec_cat|soil_moisture_cat,18.5405567320267
elevation_cat|lst_day_cat|open_def_cat|prec_cat|soil_pH_cat,18.5730919016675
elevation_cat|lst_day_cat|open_def_cat|prec_cat|soil_temp_cat,18.5630902496689
elevation_cat|lst_day_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.479619356152
elevation_cat|lst_day_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.4147795283042
elevation_cat|lst_day_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.5612458361116
elevation_cat|lst_day_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.3289902341547
elevation_cat|lst_day_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.6373684012118
elevation_cat|lst_day_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.4914440802276
elevation_cat|lst_day_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.4620676865899
elevation_cat|lst_day_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.4766771173472
elevation_cat|lst_day_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.5185874663381
elevation_cat|lst_day_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.5670049036805
elevation_cat|lst_day_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.6791492750337
elevation_cat|lst_day_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.5349545619738
elevation_cat|lst_day_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4964415866674
elevation_cat|lst_day_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6454308129893
elevation_cat|lst_day_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5099738866717
elevation_cat|lst_day_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.5831242477291
elevation_cat|ndvi_cat|open_def_cat|prec_cat|rel_humidity_cat,18.5731157189727
elevation_cat|ndvi_cat|open_def_cat|prec_cat|soil_moisture_cat,18.5974268329993
elevation_cat|ndvi_cat|open_def_cat|prec_cat|soil_pH_cat,18.6340464361205
elevation_cat|ndvi_cat|open_def_cat|prec_cat|soil_temp_cat,18.4745379357083
elevation_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.4140520415887
elevation_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.4311072880553
elevation_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.4865851749351
elevation_cat|ndvi_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.4181649939359
elevation_cat|ndvi_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.5615379627552
elevation_cat|ndvi_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.5201968296261
elevation_cat|ndvi_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.5718293974641
elevation_cat|ndvi_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.6092992369835
elevation_cat|ndvi_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.4523425121492
elevation_cat|ndvi_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.7078487505663
elevation_cat|ndvi_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.5735954473223
elevation_cat|ndvi_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.6253491622278
elevation_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4699487519179
elevation_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.5461479760157
elevation_cat|ndvi_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5160151981576
elevation_cat|ndvi_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.5823042459921
elevation_cat|open_def_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.5856544856029
elevation_cat|open_def_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.5562494603003
elevation_cat|open_def_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.4594285096766
elevation_cat|open_def_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.5141622895194
elevation_cat|open_def_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.6737044682905
elevation_cat|open_def_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.5439634893062
elevation_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.480125809206
elevation_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6252527169077
elevation_cat|open_def_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.4984447342207
elevation_cat|open_def_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6316198774392
elevation_cat|prec_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.6138852566698
elevation_cat|prec_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6789718045086
elevation_cat|prec_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5528113062974
elevation_cat|prec_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6905655380858
elevation_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6108165699968
improved_water_cat|lst_day_cat|ndvi_cat|open_def_cat|prec_cat,18.5664836255641
improved_water_cat|lst_day_cat|ndvi_cat|open_def_cat|rel_humidity_cat,18.5335798968269
improved_water_cat|lst_day_cat|ndvi_cat|open_def_cat|soil_moisture_cat,18.5715165425289
improved_water_cat|lst_day_cat|ndvi_cat|open_def_cat|soil_pH_cat,18.5926539599034
improved_water_cat|lst_day_cat|ndvi_cat|open_def_cat|soil_temp_cat,18.6060520563235
improved_water_cat|lst_day_cat|ndvi_cat|prec_cat|rel_humidity_cat,18.4684314902624
improved_water_cat|lst_day_cat|ndvi_cat|prec_cat|soil_moisture_cat,18.543968023919
improved_water_cat|lst_day_cat|ndvi_cat|prec_cat|soil_pH_cat,18.5408741284514
improved_water_cat|lst_day_cat|ndvi_cat|prec_cat|soil_temp_cat,18.5647898213472
improved_water_cat|lst_day_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat,18.4669439408128
improved_water_cat|lst_day_cat|ndvi_cat|rel_humidity_cat|soil_pH_cat,18.2731504327282
improved_water_cat|lst_day_cat|ndvi_cat|rel_humidity_cat|soil_temp_cat,18.5024168929278
improved_water_cat|lst_day_cat|ndvi_cat|soil_moisture_cat|soil_pH_cat,18.5265827167648
improved_water_cat|lst_day_cat|ndvi_cat|soil_moisture_cat|soil_temp_cat,18.5945385600372
improved_water_cat|lst_day_cat|ndvi_cat|soil_pH_cat|soil_temp_cat,18.5933990904949
improved_water_cat|lst_day_cat|open_def_cat|prec_cat|rel_humidity_cat,18.5886945487249
improved_water_cat|lst_day_cat|open_def_cat|prec_cat|soil_moisture_cat,18.6637412317919
improved_water_cat|lst_day_cat|open_def_cat|prec_cat|soil_pH_cat,18.565389611995
improved_water_cat|lst_day_cat|open_def_cat|prec_cat|soil_temp_cat,18.5542108928198
improved_water_cat|lst_day_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.5678208101324
improved_water_cat|lst_day_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.4078881309807
improved_water_cat|lst_day_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.5992218855497
improved_water_cat|lst_day_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.4731886348634
improved_water_cat|lst_day_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.6576777917116
improved_water_cat|lst_day_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.5589816788248
improved_water_cat|lst_day_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.5974812093175
improved_water_cat|lst_day_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.3979069699094
improved_water_cat|lst_day_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.4809678167813
improved_water_cat|lst_day_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.5916120613753
improved_water_cat|lst_day_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.5942543024901
improved_water_cat|lst_day_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.4840159553953
improved_water_cat|lst_day_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4376941740497
improved_water_cat|lst_day_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6255552493198
improved_water_cat|lst_day_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.4963599498905
improved_water_cat|lst_day_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6075478033958
improved_water_cat|ndvi_cat|open_def_cat|prec_cat|rel_humidity_cat,18.6557811652245
improved_water_cat|ndvi_cat|open_def_cat|prec_cat|soil_moisture_cat,18.7531317919249
improved_water_cat|ndvi_cat|open_def_cat|prec_cat|soil_pH_cat,18.7623896643352
improved_water_cat|ndvi_cat|open_def_cat|prec_cat|soil_temp_cat,18.5510938254894
improved_water_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.5686494694112
improved_water_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.446727786867
improved_water_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.5327476867257
improved_water_cat|ndvi_cat|open_def_cat|soil_moisture_cat|soil_pH_cat,18.6882935269693
improved_water_cat|ndvi_cat|open_def_cat|soil_moisture_cat|soil_temp_cat,18.5641228352204
improved_water_cat|ndvi_cat|open_def_cat|soil_pH_cat|soil_temp_cat,18.5976717996816
improved_water_cat|ndvi_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.659851246047
improved_water_cat|ndvi_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.6483619718879
improved_water_cat|ndvi_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.4865009672221
improved_water_cat|ndvi_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.7440075812384
improved_water_cat|ndvi_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.5497906703081
improved_water_cat|ndvi_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.5590847860967
improved_water_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4090696138427
improved_water_cat|ndvi_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.5453146922861
improved_water_cat|ndvi_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5398400926657
improved_water_cat|ndvi_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.5838108298547
improved_water_cat|open_def_cat|prec_cat|rel_humidity_cat|soil_moisture_cat,18.707995496092
improved_water_cat|open_def_cat|prec_cat|rel_humidity_cat|soil_pH_cat,18.6814267759984
improved_water_cat|open_def_cat|prec_cat|rel_humidity_cat|soil_temp_cat,18.540008644975
improved_water_cat|open_def_cat|prec_cat|soil_moisture_cat|soil_pH_cat,18.7268913981871
improved_water_cat|open_def_cat|prec_cat|soil_moisture_cat|soil_temp_cat,18.6244247957666
improved_water_cat|open_def_cat|prec_cat|soil_pH_cat|soil_temp_cat,18.5509739129125
improved_water_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.4852430658416
improved_water_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.6196812382788
improved_water_cat|open_def_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.5361564994253
improved_water_cat|open_def_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6035512449442
improved_water_cat|prec_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat,18.610358244576
improved_water_cat|prec_cat|rel_humidity_cat|soil_moisture_cat|soil_temp_cat,18.5821802212608
improved_water_cat|prec_cat|rel_humidity_cat|soil_pH_cat|soil_temp_cat,18.4751445428091
improved_water_cat|prec_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.6175294585809
improved_water_cat|rel_humidity_cat|soil_moisture_cat|soil_pH_cat|soil_temp_cat,18.5621289575434
lst_day_cat|ndvi_cat|open_def_cat|prec_cat|rel_humidity_cat,18.4720713611446
lst_day_cat|ndvi_cat|open_def_cat|prec_cat|soil_moisture_cat,18.4652996796371
lst_day_cat|ndvi_cat|open_def_cat|prec_cat|soil_pH_cat,18.4771767502001
lst_day_cat|ndvi_cat|open_def_cat|prec_cat|soil_temp_cat,18.5859187791988
lst_day_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_moisture_cat,18.4636850299462
lst_day_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_pH_cat,18.2992529719141
lst_day_cat|ndvi_cat|open_def_cat|rel_humidity_cat|soil_temp_cat,18.5768445083651
